42.2343 66.8212
44.3078 3.79726
61.2386 59.9803
59.8315 30.2656
92.6285 98.9863
85.7719 10.0222
64.3075 20.0813
4.80651 94.0216
7.94569 71.0319
19.5449 96.6771
14.1444 81.9934
10.5632 5.60914
96.3525 61.1196
4.54924 71.7285
10.3551 11.0785
95.695 52.4234
98.4032 82.3488
68.4978 1.10645
10.5574 55.3341
9.19231 67.7915
89.4028 91.2155
24.3213 4.31954
35.8697 66.3607
45.368 67.1537
95.7341 52.3855
82.8942 2.58731
97.6769 25.9166
63.5822 32.8818
92.493 93.439
18.1565 12.536
98.5226 48.7669
18.8568 81.5614
79.6777 10.7181
17.6983 46.0741
79.7737 70.5019
43.0627 2.03166
56.216 56.039
8.69688 71.7457
15.2679 78.7625
16.7472 54.0228
17.1062 93.655
31.8107 29.671
9.74817 83.3124
44.2621 34.0762
66.6161 43.8207
3.18997 35.026
47.8749 21.7189
75.2249 60.3241
82.5528 10.1151
55.6552 56.6583
85.0132 79.5909
32.8659 75.6868
82.643 36.6457
99.0316 41.2793
77.0749 73.4988
7.06365 28.2081
53.1062 34.5039
64.2662 29.2739
38.5962 61.2334
2.02506 78.2531
21.0012 77.9421
73.7323 79.2268
73.6118 31.094
78.123 37.8719
24.0674 38.9558
71.5018 36.0508
77.6722 29.1958
97.0633 43.072
83.7654 46.3105
22.4361 33.6974
43.0763 69.2167
81.375 17.2278
67.2171 44.4628
49.9566 46.1132
93.6038 62.5661
66.8563 46.8878
14.3761 56.2377
73.138 85.8848
47.0344 85.7629
45.2162 34.5349
37.6098 92.5091
67.0629 99.7315
85.9296 96.9586
84.1358 71.1041
76.8245 40.7613
81.1471 78.958
22.2974 62.1033
55.0627 87.1173
97.2151 86.3034
41.9356 13.881
24.8594 37.9451
22.6542 26.905
42.1035 5.79602
71.4545 52.7908
57.4347 66.9666
33.707 88.0255
33.0661 31.9752
70.6478 33.7987
88.589 42.8286
9.40663 95.7718
41.5928 51.472
59.2992 45.0823
3.25661 42.5746
41.9161 63.9159
46.1073 41.7731
89.3955 43.8304
16.3794 35.498
91.968 43.8695
7.86123 19.7712
37.6412 71.7731
75.2746 74.9852
71.7254 28.27
27.4908 26.351
56.4046 13.6957
15.0139 53.7059
96.7893 56.8302
98.0606 27.5346
91.1017 91.7707
9.92348 31.1263
22.8117 63.2201
1.95426 89.1895
86.4529 28.9811
15.043 54.6494
81.1509 43.4594
50.7944 48.9747
55.8797 81.2551
20.8086 57.423
51.4751 6.6517
80.6812 20.1746
33.7398 91.5468
39.0256 58.7346
59.9594 5.07962
53.1055 86.2075
47.7893 9.90771
21.2788 70.8689
20.3883 46.973
97.2433 40.1317
71.4696 98.7423
26.7357 13.1986
88.9834 43.1657
41.4745 69.6247
75.9929 81.3309
42.3108 57.2644
55.9571 57.0179
65.5599 18.7915
49.4114 49.8686
8.4482 27.0692
52.2481 64.1969
20.8835 9.01628
16.7711 99.8557
21.5326 70.9569
22.2266 2.00729
7.76112 41.125
59.0515 74.1661
4.42006 20.3389
15.1371 49.8786
39.1114 15.0686
3.86869 69.9819
53.5348 80.8066
75.052 46.8247
61.6763 11.9451
62.2202 34.4752
51.8584 94.0911
87.7197 10.9712
28.4921 83.8456
54.874 12.2485
65.7884 48.8987
71.712 59.2445
89.4261 48.2026
96.5124 75.8433
46.1646 8.31355
46.1367 64.309
53.1167 46.2307
1.94178 55.2458
63.1981 52.4787
37.4296 42.2283
61.8869 16.8804
28.5288 43.3836
36.3657 47.2711
35.9981 85.8637
54.0666 62.252
68.1719 32.5418
68.6732 29.2401
98.1902 3.28271
10.1593 23.0692
12.9776 2.36321
19.3313 3.02795
28.9869 8.29255
3.36144 9.38639
52.4444 58.0748
31.3551 53.0541
62.9005 39.472
32.2734 4.66282
93.6995 89.8137
75.2461 84.5284
80.0588 64.4234
48.8899 65.4353
42.0931 36.2461
55.1288 97.4185
9.63369 83.5238
91.5294 0.198177
49.0496 92.7981
70.62 87.5672
83.0602 20.0256
61.8659 6.58151
55.2567 50.2157
61.7636 4.96543
85.5023 18.1607
56.0477 58.2221
71.2184 82.5665
1.98854 6.70484
2.80058 72.2734
0.384629 38.233
64.725 27.1883
22.0507 6.51796
19.561 7.63657
46.0916 7.64935
66.828 32.1547
23.2817 59.5983
42.5104 85.5282
70.6008 8.57737
97.0647 92.0589
14.1554 75.5046
16.3457 35.8165
11.8037 18.537
20.8519 32.9727
95.6709 64.4952
35.3991 33.7094
16.1872 70.8641
19.7446 4.5068
15.1068 12.1474
41.3939 0.348143
15.3329 54.6089
34.5089 89.1498
21.1683 87.8672
78.0531 97.1355
23.1122 45.0692
40.0114 97.165
12.8221 12.1931
13.3573 24.7847
40.106 92.2906
52.9503 18.9317
0.366875 48.8761
97.6443 16.4885
33.3921 85.9561
68.2752 57.8724
78.6894 64.7477
41.4895 38.9337
61.6645 77.486
63.6187 37.6859
14.5627 23.4313
87.7147 95.3724
98.713 6.56285
41.4673 4.30908
15.2686 48.4541
75.2998 15.1521
87.6739 36.3494
6.37882 46.0331
7.95223 18.1292
25.788 66.5359
33.3886 10.2805
69.2542 51.6368
10.1955 97.355
33.4501 92.6635
67.5517 16.1201
12.4965 58.2688
93.5928 76.455
38.1168 28.2223
94.6754 55.0382
33.9346 38.9136
61.3094 34.3235
62.5286 58.3007
3.88457 54.4384
81.4542 3.45454
79.1982 78.729
8.80817 34.3781
47.6256 41.309
47.5253 58.5218
57.9318 47.9042
67.8591 72.0107
70.9094 3.20398
51.5213 99.1092
48.899 71.5311
13.3332 21.6297
21.1709 75.3602
64.7501 8.47689
23.9456 75.2438
54.0809 85.0821
40.7507 33.3649
61.6781 66.0146
49.199 75.5517
10.7757 66.318
11.3124 72.1705
5.57837 10.9025
89.9516 75.1296
71.1657 67.5378
76.1657 76.3226
54.345 29.796
4.54177 92.7234
20.3187 97.3617
98.3598 44.471
11.4247 8.95677
19.6173 50.8512
32.5465 71.3723
71.5931 18.3244
55.8483 10.6154
44.2212 3.64306
38.4741 70.5888
59.7311 78.2531
21.327 1.48864
15.6688 39.8965
29.1094 78.8343
94.1632 32.5199
61.1081 75.4909
57.2466 76.1359
79.8771 33.6314
61.7228 82.734
17.3159 43.9994
77.3525 14.6576
0.923017 89.1164
77.684 53.2176
