14.5711 25
14.5571 25.444
14.5153 25.8862
14.4459 26.325
14.3489 26.7585
14.225 27.1851
14.0745 27.603
13.8981 28.0107
13.6965 28.4065
13.4703 28.7889
13.2206 29.1563
12.9484 29.5073
12.6546 29.8405
12.3405 30.1546
12.0073 30.4484
11.6563 30.7206
11.2889 30.9703
10.9065 31.1965
10.5107 31.3981
10.103 31.5745
9.68509 31.725
9.25851 31.8489
8.82499 31.9459
8.38624 32.0153
7.944 32.0571
7.5 32.0711
7.056 32.0571
6.61376 32.0153
6.17501 31.9459
5.74149 31.8489
5.31491 31.725
4.89695 31.5745
4.48927 31.3981
4.09347 31.1965
3.71112 30.9703
3.34371 30.7206
2.99271 30.4484
2.6595 30.1546
2.34539 29.8405
2.05162 29.5073
1.77936 29.1563
1.52967 28.7889
1.30355 28.4065
1.10188 28.0107
0.925458 27.603
0.774984 27.1851
0.651052 26.7585
0.554149 26.325
0.484658 25.8862
0.442853 25.444
0.4289 25
0.442853 24.556
0.484658 24.1138
0.554149 23.675
0.651052 23.2415
0.774984 22.8149
0.925457 22.397
1.10188 21.9893
1.30355 21.5935
1.52967 21.2111
1.77936 20.8437
2.05162 20.4927
2.34539 20.1595
2.6595 19.8454
2.99271 19.5516
3.34371 19.2794
3.71111 19.0297
4.09347 18.8035
4.48927 18.6019
4.89695 18.4255
5.31491 18.275
5.74149 18.1511
6.17501 18.0541
6.61376 17.9847
7.056 17.9429
7.5 17.9289
7.944 17.9429
8.38624 17.9847
8.82499 18.0541
9.25851 18.1511
9.68509 18.275
10.103 18.4255
10.5107 18.6019
10.9065 18.8035
11.2889 19.0297
11.6563 19.2794
12.0073 19.5516
12.3405 19.8454
12.6546 20.1595
12.9484 20.4927
13.2206 20.8437
13.4703 21.2111
13.6965 21.5935
13.8981 21.9893
14.0745 22.397
14.225 22.8149
14.3489 23.2415
14.4459 23.675
14.5153 24.1138
14.5571 24.556
14.5711 25
22.0711 25
22.0571 25.444
22.0153 25.8862
21.9459 26.325
21.8489 26.7585
21.725 27.1851
21.5745 27.603
21.3981 28.0107
21.1965 28.4065
20.9703 28.7889
20.7206 29.1563
20.4484 29.5073
20.1546 29.8405
19.8405 30.1546
19.5073 30.4484
19.1563 30.7206
18.7889 30.9703
18.4065 31.1965
18.0107 31.3981
17.603 31.5745
17.1851 31.725
16.7585 31.8489
16.325 31.9459
15.8862 32.0153
15.444 32.0571
15 32.0711
14.556 32.0571
14.1138 32.0153
13.675 31.9459
13.2415 31.8489
12.8149 31.725
12.397 31.5745
11.9893 31.3981
11.5935 31.1965
11.2111 30.9703
10.8437 30.7206
10.4927 30.4484
10.1595 30.1546
9.84539 29.8405
9.55162 29.5073
9.27936 29.1563
9.02967 28.7889
8.80355 28.4065
8.60188 28.0107
8.42546 27.603
8.27498 27.1851
8.15105 26.7585
8.05415 26.325
7.98466 25.8862
7.94285 25.444
7.9289 25
7.94285 24.556
